source_path,start_frame,end_frame,new_name
./pose_data/Custom/A.-TERRA-CASSA-O-LAT-2.npy,0,194,A.-TERRA-CASSA-O-LAT-2.npy
./pose_data/Custom/A.-TERRA-CASSA-V-3quarti-1.npy,0,178,A.-TERRA-CASSA-V-3quarti-1.npy
./pose_data/Custom/A.-TERRA-CASSA-V-3quarti-2.npy,0,178,A.-TERRA-CASSA-V-3quarti-2.npy
./pose_data/Custom/A.-TERRA-CASSA-V-LAT-1.npy,0,160,A.-TERRA-CASSA-V-LAT-1.npy
./pose_data/Custom/A.-TERRA-CASSA-V-LAT-2.npy,0,190,A.-TERRA-CASSA-V-LAT-2.npy
./pose_data/Custom/A.-TERRA-CASSA-V-LAT-3.npy,0,192,A.-TERRA-CASSA-V-LAT-3.npy
./pose_data/Custom/B.-CARRIOLA-TERRA-3quarti-1.npy,0,242,B.-CARRIOLA-TERRA-3quarti-1.npy
./pose_data/Custom/B.-CARRIOLA-TERRA-3quarti-2.npy,0,200,B.-CARRIOLA-TERRA-3quarti-2.npy
./pose_data/Custom/B.-CARRIOLA-TERRA-LAT-1.npy,0,198,B.-CARRIOLA-TERRA-LAT-1.npy
./pose_data/Custom/B.-CARRIOLA-TERRA-LAT-2.npy,0,180,B.-CARRIOLA-TERRA-LAT-2.npy
./pose_data/Custom/B.-CARRIOLA-TERRA-LAT-3.npy,0,174,B.-CARRIOLA-TERRA-LAT-3.npy
./pose_data/Custom/B.-CARRIOLA-TERRA-LAT-4.npy,0,238,B.-CARRIOLA-TERRA-LAT-4.npy
./pose_data/Custom/B.-CARRIOLA-TERRA-LAT-5.npy,0,196,B.-CARRIOLA-TERRA-LAT-5.npy
./pose_data/Custom/B.-CARRIOLA-TERRA-LAT-6.npy,0,177,B.-CARRIOLA-TERRA-LAT-6.npy
./pose_data/Custom/B.-CASSA+CARRIOLA-TERRA-3quarti-1.npy,0,204,B.-CASSA+CARRIOLA-TERRA-3quarti-1.npy
./pose_data/Custom/B.-CASSA+CARRIOLA-TERRA-3quarti-2.npy,0,176,B.-CASSA+CARRIOLA-TERRA-3quarti-2.npy
./pose_data/Custom/B.-CASSA+CARRIOLA-TERRA-LAT-1.npy,0,209,B.-CASSA+CARRIOLA-TERRA-LAT-1.npy
./pose_data/Custom/B.-CASSA+CARRIOLA-TERRA-LAT-2.npy,0,216,B.-CASSA+CARRIOLA-TERRA-LAT-2.npy
./pose_data/Custom/B.-CASSA+CARRIOLA-TERRA-LAT-3.npy,0,185,B.-CASSA+CARRIOLA-TERRA-LAT-3.npy
./pose_data/Custom/B.-CASSA-O-TERRA-3quarti-1.npy,0,188,B.-CASSA-O-TERRA-3quarti-1.npy
./pose_data/Custom/B.-CASSA-O-TERRA-3quarti-2.npy,0,208,B.-CASSA-O-TERRA-3quarti-2.npy
./pose_data/Custom/B.-CASSA-O-TERRA-LAT-1.npy,0,160,B.-CASSA-O-TERRA-LAT-1.npy
./pose_data/Custom/B.-CASSA-O-TERRA-LAT-2.npy,0,189,B.-CASSA-O-TERRA-LAT-2.npy
./pose_data/Custom/B.-CASSA-O-TERRA-LAT-3.npy,0,226,B.-CASSA-O-TERRA-LAT-3.npy
./pose_data/Custom/B.-CASSA-O-TERRA-LAT-4.npy,0,170,B.-CASSA-O-TERRA-LAT-4.npy
./pose_data/Custom/B.-CASSA-V-TERRA-3quarti-1.npy,0,136,B.-CASSA-V-TERRA-3quarti-1.npy
./pose_data/Custom/B.-CASSA-V-TERRA-3quarti-2.npy,0,144,B.-CASSA-V-TERRA-3quarti-2.npy
./pose_data/Custom/B.-CASSA-V-TERRA-LAT-1.npy,0,147,B.-CASSA-V-TERRA-LAT-1.npy
./pose_data/Custom/B.-CASSA-V-TERRA-LAT-2.npy,0,164,B.-CASSA-V-TERRA-LAT-2.npy
./pose_data/Custom/B.-TERRA-CARRIOLA-3quarti-1.npy,0,228,B.-TERRA-CARRIOLA-3quarti-1.npy
./pose_data/Custom/B.-TERRA-CARRIOLA-3quarti-2.npy,0,222,B.-TERRA-CARRIOLA-3quarti-2.npy
./pose_data/Custom/B.-TERRA-CARRIOLA-LAT-1.npy,0,249,B.-TERRA-CARRIOLA-LAT-1.npy
./pose_data/Custom/B.-TERRA-CARRIOLA-LAT-2.npy,0,219,B.-TERRA-CARRIOLA-LAT-2.npy
./pose_data/Custom/B.-TERRA-CARRIOLA-LAT-3.npy,0,216,B.-TERRA-CARRIOLA-LAT-3.npy
./pose_data/Custom/B.-TERRA-CARRIOLA-LAT-4.npy,0,208,B.-TERRA-CARRIOLA-LAT-4.npy
./pose_data/Custom/B.-TERRA-CASSA+CARRIOLA-3quarti-1.npy,0,223,B.-TERRA-CASSA+CARRIOLA-3quarti-1.npy
./pose_data/Custom/B.-TERRA-CASSA+CARRIOLA-3quarti-2.npy,0,179,B.-TERRA-CASSA+CARRIOLA-3quarti-2.npy
./pose_data/Custom/B.-TERRA-CASSA+CARRIOLA-3quarti-3.npy,0,192,B.-TERRA-CASSA+CARRIOLA-3quarti-3.npy
./pose_data/Custom/B.-TERRA-CASSA+CARRIOLA-LAT-1.npy,0,240,B.-TERRA-CASSA+CARRIOLA-LAT-1.npy
./pose_data/Custom/B.-TERRA-CASSA+CARRIOLA-LAT-2.npy,0,202,B.-TERRA-CASSA+CARRIOLA-LAT-2.npy
./pose_data/Custom/B.-TERRA-CASSA+CARRIOLA-LAT-3.npy,0,218,B.-TERRA-CASSA+CARRIOLA-LAT-3.npy
./pose_data/Custom/B.-TERRA-CASSA-O-3quarti-1.npy,0,198,B.-TERRA-CASSA-O-3quarti-1.npy
./pose_data/Custom/B.-TERRA-CASSA-O-3quarti-2.npy,0,216,B.-TERRA-CASSA-O-3quarti-2.npy
./pose_data/Custom/B.-TERRA-CASSA-O-LAT-1.npy,0,218,B.-TERRA-CASSA-O-LAT-1.npy
./pose_data/Custom/B.-TERRA-CASSA-O-LAT-2.npy,0,242,B.-TERRA-CASSA-O-LAT-2.npy
./pose_data/Custom/B.-TERRA-CASSA-O-LAT-3.npy,0,239,B.-TERRA-CASSA-O-LAT-3.npy
./pose_data/Custom/B.-TERRA-CASSA-V-3quarti-1.npy,0,188,B.-TERRA-CASSA-V-3quarti-1.npy
./pose_data/Custom/B.-TERRA-CASSA-V-LAT-1.npy,0,191,B.-TERRA-CASSA-V-LAT-1.npy
./pose_data/Custom/B.-TERRA-CASSA-V-LAT-2.npy,0,205,B.-TERRA-CASSA-V-LAT-2.npy
./pose_data/Custom/B.-TERRA-CASSA-V-LAT-3.npy,0,798,B.-TERRA-CASSA-V-LAT-3.npy
./pose_data/Custom/C.-CARRIOLA-TERRA-3quarti-2.npy,0,132,C.-CARRIOLA-TERRA-3quarti-2.npy
./pose_data/Custom/C.-CARRIOLA-TERRA-3quarti-3.npy,0,151,C.-CARRIOLA-TERRA-3quarti-3.npy
./pose_data/Custom/C.-CARRIOLA-TERRA-LAT-1.npy,0,155,C.-CARRIOLA-TERRA-LAT-1.npy
./pose_data/Custom/C.-CARRIOLA-TERRA-LAT-2.npy,0,136,C.-CARRIOLA-TERRA-LAT-2.npy
./pose_data/Custom/C.-CARRIOLA-TERRA-LAT-3.npy,0,155,C.-CARRIOLA-TERRA-LAT-3.npy
./pose_data/Custom/C.-CARRIOLA-TERRA-LAT-4.npy,0,143,C.-CARRIOLA-TERRA-LAT-4.npy
./pose_data/Custom/C.-CASSA+CARRIOLA-TERRA-3quarti-1.npy,0,163,C.-CASSA+CARRIOLA-TERRA-3quarti-1.npy
./pose_data/Custom/C.-CASSA+CARRIOLA-TERRA-3quarti-2.npy,0,157,C.-CASSA+CARRIOLA-TERRA-3quarti-2.npy
./pose_data/Custom/C.-CASSA+CARRIOLA-TERRA-LAT-1.npy,0,162,C.-CASSA+CARRIOLA-TERRA-LAT-1.npy
./pose_data/Custom/C.-CASSA+CARRIOLA-TERRA-LAT-2.npy,0,151,C.-CASSA+CARRIOLA-TERRA-LAT-2.npy
./pose_data/Custom/C.-CASSA+CARRIOLA-TERRA-LAT-3.npy,0,199,C.-CASSA+CARRIOLA-TERRA-LAT-3.npy
./pose_data/Custom/C.-CASSA-O-TERRA-3quarti-1.npy,0,182,C.-CASSA-O-TERRA-3quarti-1.npy
./pose_data/Custom/C.-CASSA-O-TERRA-3quarti-2.npy,0,176,C.-CASSA-O-TERRA-3quarti-2.npy
./pose_data/Custom/C.-CASSA-O-TERRA-LAT-1.npy,0,165,C.-CASSA-O-TERRA-LAT-1.npy
./pose_data/Custom/C.-CASSA-O-TERRA-LAT-2.npy,0,189,C.-CASSA-O-TERRA-LAT-2.npy
./pose_data/Custom/C.-CASSA-O-TERRA-LAT-3.npy,0,158,C.-CASSA-O-TERRA-LAT-3.npy
./pose_data/Custom/C.-CASSA-V-TERRA-3quarti-1.npy,0,177,C.-CASSA-V-TERRA-3quarti-1.npy
./pose_data/Custom/C.-CASSA-V-TERRA-3quarti-2.npy,0,122,C.-CASSA-V-TERRA-3quarti-2.npy
./pose_data/Custom/C.-CASSA-V-TERRA-LAT-1.npy,0,185,C.-CASSA-V-TERRA-LAT-1.npy
./pose_data/Custom/C.-CASSA-V-TERRA-LAT-2.npy,0,148,C.-CASSA-V-TERRA-LAT-2.npy
./pose_data/Custom/C.-TERRA-CARRIOLA-3quarti-1.npy,0,187,C.-TERRA-CARRIOLA-3quarti-1.npy
./pose_data/Custom/C.-TERRA-CARRIOLA-LAT-1.npy,0,168,C.-TERRA-CARRIOLA-LAT-1.npy
./pose_data/Custom/C.-TERRA-CARRIOLA-LAT-2.npy,0,159,C.-TERRA-CARRIOLA-LAT-2.npy
./pose_data/Custom/C.-TERRA-CARRIOLA-LAT-3.npy,0,142,C.-TERRA-CARRIOLA-LAT-3.npy
./pose_data/Custom/C.-TERRA-CARRIOLA-LAT-4.npy,0,149,C.-TERRA-CARRIOLA-LAT-4.npy
./pose_data/Custom/C.-TERRA-CASSA+CARRIOLA-3quarti-1.npy,0,162,C.-TERRA-CASSA+CARRIOLA-3quarti-1.npy
./pose_data/Custom/C.-TERRA-CASSA+CARRIOLA-3quarti-2.npy,0,166,C.-TERRA-CASSA+CARRIOLA-3quarti-2.npy
./pose_data/Custom/C.-TERRA-CASSA+CARRIOLA-LAT-1.npy,0,207,C.-TERRA-CASSA+CARRIOLA-LAT-1.npy
./pose_data/Custom/C.-TERRA-CASSA+CARRIOLA-LAT-2.npy,0,180,C.-TERRA-CASSA+CARRIOLA-LAT-2.npy
./pose_data/Custom/C.-TERRA-CASSA+CARRIOLA-LAT-3.npy,0,169,C.-TERRA-CASSA+CARRIOLA-LAT-3.npy
./pose_data/Custom/C.-TERRA-CASSA-O-3quarti-1.npy,0,198,C.-TERRA-CASSA-O-3quarti-1.npy
./pose_data/Custom/C.-TERRA-CASSA-O-3quarti-2.npy,0,166,C.-TERRA-CASSA-O-3quarti-2.npy
./pose_data/Custom/C.-TERRA-CASSA-O-LAT-1.npy,0,179,C.-TERRA-CASSA-O-LAT-1.npy
./pose_data/Custom/C.-TERRA-CASSA-O-LAT-2.npy,0,193,C.-TERRA-CASSA-O-LAT-2.npy
./pose_data/Custom/C.-TERRA-CASSA-O-LAT-3.npy,0,202,C.-TERRA-CASSA-O-LAT-3.npy
./pose_data/Custom/C.-TERRA-CASSA-V-3quarti-1.npy,0,161,C.-TERRA-CASSA-V-3quarti-1.npy
./pose_data/Custom/C.-TERRA-CASSA-V-3quarti-2.npy,0,207,C.-TERRA-CASSA-V-3quarti-2.npy
./pose_data/Custom/C.-TERRA-CASSA-V-LAT-1.npy,0,209,C.-TERRA-CASSA-V-LAT-1.npy
./pose_data/Custom/C.-TERRA-CASSA-V-LAT-2.npy,0,173,C.-TERRA-CASSA-V-LAT-2.npy
./pose_data/Custom/D.-CARRIOLA-TERRA-LAT-1.npy,0,150,D.-CARRIOLA-TERRA-LAT-1.npy
./pose_data/Custom/D.-CARRIOLA-TERRA-LAT-2.npy,0,153,D.-CARRIOLA-TERRA-LAT-2.npy
./pose_data/Custom/D.-CARRIOLA-TERRA-LAT-3.npy,0,158,D.-CARRIOLA-TERRA-LAT-3.npy
./pose_data/Custom/D.-CASSA+CARRIOLA-TERRA-3quarti-1.npy,0,154,D.-CASSA+CARRIOLA-TERRA-3quarti-1.npy
./pose_data/Custom/D.-CASSA+CARRIOLA-TERRA-3quarti-2.npy,0,150,D.-CASSA+CARRIOLA-TERRA-3quarti-2.npy
./pose_data/Custom/D.-CASSA+CARRIOLA-TERRA-LAT-1.npy,0,154,D.-CASSA+CARRIOLA-TERRA-LAT-1.npy
./pose_data/Custom/D.-CASSA+CARRIOLA-TERRA-LAT-2.npy,0,150,D.-CASSA+CARRIOLA-TERRA-LAT-2.npy
./pose_data/Custom/D.-CASSA+CARRIOLA-TERRA-LAT-3.npy,0,141,D.-CASSA+CARRIOLA-TERRA-LAT-3.npy
./pose_data/Custom/D.-CASSA-O-TERRA-3quarti-1.npy,0,143,D.-CASSA-O-TERRA-3quarti-1.npy
./pose_data/Custom/D.-CASSA-O-TERRA-3quarti-2.npy,0,153,D.-CASSA-O-TERRA-3quarti-2.npy
./pose_data/Custom/D.-CASSA-O-TERRA-3quarti-3.npy,0,180,D.-CASSA-O-TERRA-3quarti-3.npy
./pose_data/Custom/D.-CASSA-O-TERRA-LAT-1.npy,0,155,D.-CASSA-O-TERRA-LAT-1.npy
./pose_data/Custom/D.-CASSA-O-TERRA-LAT-2.npy,0,141,D.-CASSA-O-TERRA-LAT-2.npy
./pose_data/Custom/D.-CASSA-O-TERRA-LAT-3.npy,0,179,D.-CASSA-O-TERRA-LAT-3.npy
./pose_data/Custom/D.-CASSA-V-TERRA-3quarti-1.npy,0,142,D.-CASSA-V-TERRA-3quarti-1.npy
./pose_data/Custom/D.-CASSA-V-TERRA-3quarti-2.npy,0,137,D.-CASSA-V-TERRA-3quarti-2.npy
./pose_data/Custom/D.-CASSA-V-TERRA-LAT-1.npy,0,139,D.-CASSA-V-TERRA-LAT-1.npy
./pose_data/Custom/D.-CASSA-V-TERRA-LAT-2.npy,0,140,D.-CASSA-V-TERRA-LAT-2.npy
./pose_data/Custom/D.-TERRA-CARRIOLA-LAT-1.npy,0,160,D.-TERRA-CARRIOLA-LAT-1.npy
./pose_data/Custom/D.-TERRA-CARRIOLA-LAT-2.npy,0,156,D.-TERRA-CARRIOLA-LAT-2.npy
./pose_data/Custom/D.-TERRA-CARRIOLA-LAT-3.npy,0,155,D.-TERRA-CARRIOLA-LAT-3.npy
./pose_data/Custom/D.-TERRA-CASSA+CARRIOLA-3quarti-1.npy,0,156,D.-TERRA-CASSA+CARRIOLA-3quarti-1.npy
./pose_data/Custom/D.-TERRA-CASSA+CARRIOLA-3quarti-2.npy,0,168,D.-TERRA-CASSA+CARRIOLA-3quarti-2.npy
./pose_data/Custom/D.-TERRA-CASSA+CARRIOLA-LAT-1.npy,0,151,D.-TERRA-CASSA+CARRIOLA-LAT-1.npy
./pose_data/Custom/D.-TERRA-CASSA+CARRIOLA-LAT-2.npy,0,182,D.-TERRA-CASSA+CARRIOLA-LAT-2.npy
./pose_data/Custom/D.-TERRA-CASSA-O-3quarti-1.npy,0,136,D.-TERRA-CASSA-O-3quarti-1.npy
./pose_data/Custom/D.-TERRA-CASSA-O-3quarti-2.npy,0,164,D.-TERRA-CASSA-O-3quarti-2.npy
./pose_data/Custom/D.-TERRA-CASSA-O-3quarti-3.npy,0,231,D.-TERRA-CASSA-O-3quarti-3.npy
./pose_data/Custom/D.-TERRA-CASSA-O-LAT-1.npy,0,231,D.-TERRA-CASSA-O-LAT-1.npy
./pose_data/Custom/D.-TERRA-CASSA-O-LAT-2.npy,0,166,D.-TERRA-CASSA-O-LAT-2.npy
./pose_data/Custom/D.-TERRA-CASSA-O-LAT-3.npy,0,153,D.-TERRA-CASSA-O-LAT-3.npy
./pose_data/Custom/D.-TERRA-CASSA-O-LAT-4.npy,0,921,D.-TERRA-CASSA-O-LAT-4.npy
./pose_data/Custom/D.-TERRA-CASSA-V-3quarti-1.npy,0,168,D.-TERRA-CASSA-V-3quarti-1.npy
./pose_data/Custom/D.-TERRA-CASSA-V-3quarti-2.npy,0,159,D.-TERRA-CASSA-V-3quarti-2.npy
./pose_data/Custom/D.-TERRA-CASSA-V-LAT-1.npy,0,132,D.-TERRA-CASSA-V-LAT-1.npy
./pose_data/Custom/D.-TERRA-CASSA-V-LAT-2.npy,0,159,D.-TERRA-CASSA-V-LAT-2.npy
./pose_data/Custom/ah_0001_dg.npy,0,110,ah_0001_dg.npy
./pose_data/Custom/ah_0002_gd.npy,0,117,ah_0002_gd.npy
./pose_data/Custom/ah_0003_dg.npy,0,99,ah_0003_dg.npy
./pose_data/Custom/ah_0004_gd.npy,0,85,ah_0004_gd.npy
./pose_data/Custom/ah_0005_dg.npy,0,120,ah_0005_dg.npy
./pose_data/Custom/ah_0006_gd.npy,0,93,ah_0006_gd.npy
./pose_data/Custom/ah_0007_dg.npy,0,135,ah_0007_dg.npy
./pose_data/Custom/ah_0008_gd.npy,0,108,ah_0008_gd.npy
./pose_data/Custom/ah_0009_dg.npy,0,115,ah_0009_dg.npy
./pose_data/Custom/ap_0010.npy,0,87,ap_0010.npy
./pose_data/Custom/ap_0011.npy,0,89,ap_0011.npy
./pose_data/Custom/ap_0012.npy,0,65,ap_0012.npy
./pose_data/Custom/ap_0013.npy,0,69,ap_0013.npy
./pose_data/Custom/ap_0014.npy,0,66,ap_0014.npy
./pose_data/Custom/ap_0015.npy,0,89,ap_0015.npy
./pose_data/Custom/ap_0016.npy,0,70,ap_0016.npy
./pose_data/Custom/ap_0017.npy,0,79,ap_0017.npy
./pose_data/Custom/ap_0018.npy,0,87,ap_0018.npy
./pose_data/Custom/ap_0019.npy,0,66,ap_0019.npy
./pose_data/Custom/ap_0020.npy,0,70,ap_0020.npy
./pose_data/Custom/ap_0021.npy,0,96,ap_0021.npy
./pose_data/Custom/dn_0001_gd.npy,0,123,dn_0001_gd.npy
./pose_data/Custom/dn_0002_dg.npy,0,77,dn_0002_dg.npy
./pose_data/Custom/dn_0003_gd.npy,0,71,dn_0003_gd.npy
./pose_data/Custom/dn_0004_dg.npy,0,162,dn_0004_dg.npy
./pose_data/Custom/dn_0005_gd.npy,0,147,dn_0005_gd.npy
./pose_data/Custom/dn_0006_dg.npy,0,109,dn_0006_dg.npy
./pose_data/Custom/dn_0007_gd.npy,0,100,dn_0007_gd.npy
./pose_data/Custom/dn_0008_dg.npy,0,113,dn_0008_dg.npy
./pose_data/Custom/em_0001.npy,0,84,em_0001.npy
./pose_data/Custom/em_0002.npy,0,100,em_0002.npy
./pose_data/Custom/em_0003.npy,0,86,em_0003.npy
./pose_data/Custom/em_0004.npy,0,92,em_0004.npy
./pose_data/Custom/em_0005.npy,0,89,em_0005.npy
./pose_data/Custom/em_0006.npy,0,153,em_0006.npy
./pose_data/Custom/em_0007.npy,0,110,em_0007.npy
./pose_data/Custom/em_0008.npy,0,145,em_0008.npy
./pose_data/Custom/em_0009.npy,0,91,em_0009.npy
./pose_data/Custom/gd_0006.npy,0,128,gd_0006.npy
./pose_data/Custom/gd_0007.npy,0,129,gd_0007.npy
./pose_data/Custom/gd_0008.npy,0,128,gd_0008.npy
./pose_data/Custom/gd_0009.npy,0,151,gd_0009.npy
./pose_data/Custom/gd_0010.npy,0,94,gd_0010.npy
./pose_data/Custom/gd_0011.npy,0,105,gd_0011.npy
./pose_data/Custom/gd_0012.npy,0,110,gd_0012.npy
./pose_data/Custom/gd_0013.npy,0,111,gd_0013.npy
./pose_data/Custom/gd_0014.npy,0,122,gd_0014.npy
./pose_data/Custom/gd_0015.npy,0,99,gd_0015.npy
./pose_data/Custom/gd_0016.npy,0,88,gd_0016.npy
./pose_data/Custom/gd_0017.npy,0,128,gd_0017.npy
./pose_data/Custom/gd_0018.npy,0,167,gd_0018.npy
./pose_data/Custom/gd_0019.npy,0,102,gd_0019.npy
./pose_data/Custom/gd_0020.npy,0,108,gd_0020.npy
./pose_data/Custom/gd_0021.npy,0,120,gd_0021.npy
./pose_data/Custom/gd_0022.npy,0,107,gd_0022.npy
./pose_data/Custom/gd_0023.npy,0,115,gd_0023.npy
./pose_data/Custom/gd_0024.npy,0,102,gd_0024.npy
./pose_data/Custom/gd_0025.npy,0,115,gd_0025.npy
./pose_data/Custom/jv-scrivania-sedia-001.npy,0,128,jv-scrivania-sedia-001.npy
./pose_data/Custom/jv-scrivania-sedia-002.npy,0,136,jv-scrivania-sedia-002.npy
./pose_data/Custom/jv-scrivania-sedia-003.npy,0,122,jv-scrivania-sedia-003.npy
./pose_data/Custom/jv-scrivania-sedia-004.npy,0,126,jv-scrivania-sedia-004.npy
./pose_data/Custom/jv-scrivania-terra-001.npy,0,122,jv-scrivania-terra-001.npy
./pose_data/Custom/jv-scrivania-terra-002.npy,0,155,jv-scrivania-terra-002.npy
./pose_data/Custom/jv-scrivania-terra-003.npy,0,138,jv-scrivania-terra-003.npy
./pose_data/Custom/jv-scrivania-terra-004.npy,0,142,jv-scrivania-terra-004.npy
./pose_data/Custom/ll_0001_dg.npy,0,147,ll_0001_dg.npy
./pose_data/Custom/ll_0002_gd.npy,0,71,ll_0002_gd.npy
./pose_data/Custom/ll_0003_dg.npy,0,109,ll_0003_dg.npy
./pose_data/Custom/ll_0004_gd.npy,0,96,ll_0004_gd.npy
./pose_data/Custom/ll_0005_gd.npy,0,100,ll_0005_gd.npy
./pose_data/Custom/ll_0006_dg.npy,0,83,ll_0006_dg.npy
./pose_data/Custom/ll_0007_gd.npy,0,161,ll_0007_gd.npy
./pose_data/Custom/ll_0008_dg.npy,0,84,ll_0008_dg.npy
./pose_data/Custom/ll_0009_dg.npy,0,72,ll_0009_dg.npy
./pose_data/Custom/ll_0010_gd.npy,0,81,ll_0010_gd.npy
./pose_data/Custom/ll_0011_dg.npy,0,75,ll_0011_dg.npy
./pose_data/Custom/ll_0012_gd.npy,0,87,ll_0012_gd.npy
./pose_data/Custom/ll_0013_dg.npy,0,90,ll_0013_dg.npy
./pose_data/Custom/ll_0014_gd.npy,0,83,ll_0014_gd.npy
./pose_data/Custom/ll_0015_dg.npy,0,90,ll_0015_dg.npy
./pose_data/Custom/ll_0016_gd.npy,0,88,ll_0016_gd.npy
./pose_data/Custom/md-scrivania-sedia-001.npy,0,140,md-scrivania-sedia-001.npy
./pose_data/Custom/md-scrivania-sedia-002.npy,0,135,md-scrivania-sedia-002.npy
./pose_data/Custom/md-scrivania-sedia-003.npy,0,133,md-scrivania-sedia-003.npy
./pose_data/Custom/md-scrivania-sedia-004.npy,0,140,md-scrivania-sedia-004.npy
./pose_data/Custom/md-scrivania-terra-001.npy,0,102,md-scrivania-terra-001.npy
./pose_data/Custom/md-scrivania-terra-002.npy,0,137,md-scrivania-terra-002.npy
./pose_data/Custom/md-scrivania-terra-003.npy,0,144,md-scrivania-terra-003.npy
./pose_data/Custom/md-scrivania-terra-004.npy,0,158,md-scrivania-terra-004.npy
./pose_data/Custom/mp_0001_dg.npy,0,114,mp_0001_dg.npy
./pose_data/Custom/mp_0002_gd.npy,0,95,mp_0002_gd.npy
./pose_data/Custom/mp_0003_dg.npy,0,70,mp_0003_dg.npy
./pose_data/Custom/mp_0003_gd.npy,0,94,mp_0003_gd.npy
./pose_data/Custom/mp_0004_dg.npy,0,169,mp_0004_dg.npy
./pose_data/Custom/mp_0005_gd.npy,0,112,mp_0005_gd.npy
./pose_data/Custom/mp_0006_dg.npy,0,179,mp_0006_dg.npy
./pose_data/Custom/mp_0007_gd.npy,0,95,mp_0007_gd.npy
